date,product,customer,units
2021-10-01,Product-03,Customer-02,30256
2021-11-01,Product-03,Customer-02,30153
2021-12-01,Product-03,Customer-02,31397
2022-01-01,Product-03,Customer-02,29867
2022-02-01,Product-03,Customer-02,31475
2022-03-01,Product-03,Customer-02,25681
2022-04-01,Product-03,Customer-02,31742
2022-05-01,Product-03,Customer-02,34638
2022-06-01,Product-03,Customer-02,31676
2022-07-01,Product-03,Customer-02,42734
2022-08-01,Product-03,Customer-02,38848
2022-09-01,Product-03,Customer-02,34364
2022-10-01,Product-03,Customer-02,38168
2022-11-01,Product-03,Customer-02,30211
2022-12-01,Product-03,Customer-02,34806
2023-01-01,Product-03,Customer-02,30328
2023-02-01,Product-03,Customer-02,33017
2023-03-01,Product-03,Customer-02,34494
2023-04-01,Product-03,Customer-02,37190
2023-05-01,Product-03,Customer-02,35671
2023-06-01,Product-03,Customer-02,44602
2023-07-01,Product-03,Customer-02,51872
2023-08-01,Product-03,Customer-02,40846
2023-09-01,Product-03,Customer-02,37786
2023-10-01,Product-03,Customer-02,34006
2023-11-01,Product-03,Customer-02,42920
2023-12-01,Product-03,Customer-02,38565
2024-01-01,Product-03,Customer-02,37204
2024-02-01,Product-03,Customer-02,42595
2024-03-01,Product-03,Customer-02,45273
2024-04-01,Product-03,Customer-02,40325
2024-05-01,Product-03,Customer-02,49352
2024-06-01,Product-03,Customer-02,45507
2024-07-01,Product-03,Customer-02,47552
2024-08-01,Product-03,Customer-02,58996
2024-09-01,Product-03,Customer-02,51720
2024-10-01,Product-03,Customer-02,45489
2024-11-01,Product-03,Customer-02,51485
2024-12-01,Product-03,Customer-02,41100
2025-01-01,Product-03,Customer-02,45845
2025-02-01,Product-03,Customer-02,44966
2025-03-01,Product-03,Customer-02,52861
2025-04-01,Product-03,Customer-02,59103
2025-05-01,Product-03,Customer-02,48977
2025-06-01,Product-03,Customer-02,52532
2025-07-01,Product-03,Customer-02,69537
2025-08-01,Product-03,Customer-02,57761
2025-09-01,Product-03,Customer-02,64247
2025-10-01,Product-03,Customer-02,47605
2020-11-01,Product-05,Customer-03,210643
2020-12-01,Product-05,Customer-03,206792
2021-01-01,Product-05,Customer-03,213182
2021-02-01,Product-05,Customer-03,192559
2021-03-01,Product-05,Customer-03,222673
2021-04-01,Product-05,Customer-03,226235
2021-05-01,Product-05,Customer-03,192351
2021-06-01,Product-05,Customer-03,246694
2021-07-01,Product-05,Customer-03,216126
2021-08-01,Product-05,Customer-03,220136
2021-09-01,Product-05,Customer-03,188770
2021-10-01,Product-05,Customer-03,179972
2021-11-01,Product-05,Customer-03,201069
2021-12-01,Product-05,Customer-03,230671
2022-01-01,Product-05,Customer-03,212189
2022-02-01,Product-05,Customer-03,242149
2022-03-01,Product-05,Customer-03,204996
2022-04-01,Product-05,Customer-03,213188
2022-05-01,Product-05,Customer-03,209266
2022-06-01,Product-05,Customer-03,220899
2022-07-01,Product-05,Customer-03,242066
2022-08-01,Product-05,Customer-03,230127
2022-09-01,Product-05,Customer-03,213586
2022-10-01,Product-05,Customer-03,245819
2022-11-01,Product-05,Customer-03,205208
2022-12-01,Product-05,Customer-03,215067
2023-01-01,Product-05,Customer-03,257698
2023-02-01,Product-05,Customer-03,243449
2023-03-01,Product-05,Customer-03,266703
2023-04-01,Product-05,Customer-03,279651
2023-05-01,Product-05,Customer-03,272871
2023-06-01,Product-05,Customer-03,280368
2023-07-01,Product-05,Customer-03,285540
2023-08-01,Product-05,Customer-03,242925
2023-09-01,Product-05,Customer-03,248276
2023-10-01,Product-05,Customer-03,236163
2023-11-01,Product-05,Customer-03,251775
2023-12-01,Product-05,Customer-03,262893
2024-01-01,Product-05,Customer-03,253427
2024-02-01,Product-05,Customer-03,249046
2024-03-01,Product-05,Customer-03,293231
2024-04-01,Product-05,Customer-03,323422
2024-05-01,Product-05,Customer-03,316558
2024-06-01,Product-05,Customer-03,329681
2024-07-01,Product-05,Customer-03,330026
2024-08-01,Product-05,Customer-03,305366
2024-09-01,Product-05,Customer-03,335239
2024-10-01,Product-05,Customer-03,318149
2024-11-01,Product-05,Customer-03,311674
2024-12-01,Product-05,Customer-03,297544
2025-01-01,Product-05,Customer-03,326797
2025-02-01,Product-05,Customer-03,295750
2025-03-01,Product-05,Customer-03,276096
2025-04-01,Product-05,Customer-03,276333
2025-05-01,Product-05,Customer-03,304888
2025-06-01,Product-05,Customer-03,340071
2025-07-01,Product-05,Customer-03,350838
2025-08-01,Product-05,Customer-03,365676
2025-09-01,Product-05,Customer-03,349855
2025-10-01,Product-05,Customer-03,292521
2020-11-01,Product-05,Customer-05,103703
2020-12-01,Product-05,Customer-05,119540
2021-01-01,Product-05,Customer-05,134901
2021-02-01,Product-05,Customer-05,141672
2021-03-01,Product-05,Customer-05,131448
2021-04-01,Product-05,Customer-05,137236
2021-05-01,Product-05,Customer-05,118247
2021-06-01,Product-05,Customer-05,125931
2021-07-01,Product-05,Customer-05,135700
2021-08-01,Product-05,Customer-05,127583
2021-09-01,Product-05,Customer-05,155926
2021-10-01,Product-05,Customer-05,156045
2021-11-01,Product-05,Customer-05,151103
2021-12-01,Product-05,Customer-05,129241
2022-01-01,Product-05,Customer-05,124633
2022-02-01,Product-05,Customer-05,153313
2022-03-01,Product-05,Customer-05,136119
2022-04-01,Product-05,Customer-05,154954
2022-05-01,Product-05,Customer-05,162787
2022-06-01,Product-05,Customer-05,161197
2022-07-01,Product-05,Customer-05,161465
2022-08-01,Product-05,Customer-05,166240
2022-09-01,Product-05,Customer-05,152745
2022-10-01,Product-05,Customer-05,147098
2022-11-01,Product-05,Customer-05,148378
2022-12-01,Product-05,Customer-05,177377
2023-01-01,Product-05,Customer-05,155101
2023-02-01,Product-05,Customer-05,155548
2023-03-01,Product-05,Customer-05,175665
2023-04-01,Product-05,Customer-05,169369
2023-05-01,Product-05,Customer-05,150259
2023-06-01,Product-05,Customer-05,192513
2023-07-01,Product-05,Customer-05,198688
2023-08-01,Product-05,Customer-05,154305
2023-09-01,Product-05,Customer-05,176039
2023-10-01,Product-05,Customer-05,190029
2023-11-01,Product-05,Customer-05,177867
2023-12-01,Product-05,Customer-05,189128
2024-01-01,Product-05,Customer-05,193280
2024-02-01,Product-05,Customer-05,168047
2024-03-01,Product-05,Customer-05,156983
2024-04-01,Product-05,Customer-05,172627
2024-05-01,Product-05,Customer-05,182912
2024-06-01,Product-05,Customer-05,199771
2024-07-01,Product-05,Customer-05,207611
2024-08-01,Product-05,Customer-05,232469
2024-09-01,Product-05,Customer-05,207762
2024-10-01,Product-05,Customer-05,179972
2024-11-01,Product-05,Customer-05,171778
2024-12-01,Product-05,Customer-05,176743
2025-01-01,Product-05,Customer-05,186419
2025-02-01,Product-05,Customer-05,188686
2025-03-01,Product-05,Customer-05,187677
2025-04-01,Product-05,Customer-05,176926
2025-05-01,Product-05,Customer-05,208271
2025-06-01,Product-05,Customer-05,245288
2025-07-01,Product-05,Customer-05,218054
2025-08-01,Product-05,Customer-05,218288
2025-09-01,Product-05,Customer-05,243104
2025-10-01,Product-05,Customer-05,241297
2020-11-01,Product-05,Customer-04,94172
2020-12-01,Product-05,Customer-04,93820
2021-01-01,Product-05,Customer-04,85370
2021-02-01,Product-05,Customer-04,78863
2021-03-01,Product-05,Customer-04,82710
2021-04-01,Product-05,Customer-04,90304
2021-05-01,Product-05,Customer-04,85038
2021-06-01,Product-05,Customer-04,112089
2021-07-01,Product-05,Customer-04,101794
2021-08-01,Product-05,Customer-04,95708
2021-09-01,Product-05,Customer-04,94005
2021-10-01,Product-05,Customer-04,109106
2021-11-01,Product-05,Customer-04,108124
2021-12-01,Product-05,Customer-04,100172
2022-01-01,Product-05,Customer-04,83817
2022-02-01,Product-05,Customer-04,112675
2022-03-01,Product-05,Customer-04,102255
2022-04-01,Product-05,Customer-04,115573
2022-05-01,Product-05,Customer-04,100230
2022-06-01,Product-05,Customer-04,128789
2022-07-01,Product-05,Customer-04,110526
2022-08-01,Product-05,Customer-04,117266
2022-09-01,Product-05,Customer-04,99312
2022-10-01,Product-05,Customer-04,100746
2022-11-01,Product-05,Customer-04,103241
2022-12-01,Product-05,Customer-04,124797
2023-01-01,Product-05,Customer-04,116662
2023-02-01,Product-05,Customer-04,101210
2023-03-01,Product-05,Customer-04,121725
2023-04-01,Product-05,Customer-04,122423
2023-05-01,Product-05,Customer-04,122733
2023-06-01,Product-05,Customer-04,118390
2023-07-01,Product-05,Customer-04,140572
2023-08-01,Product-05,Customer-04,134913
2023-09-01,Product-05,Customer-04,118699
2023-10-01,Product-05,Customer-04,131259
2023-11-01,Product-05,Customer-04,119764
2023-12-01,Product-05,Customer-04,126841
2024-01-01,Product-05,Customer-04,130302
2024-02-01,Product-05,Customer-04,110463
2024-03-01,Product-05,Customer-04,136115
2024-04-01,Product-05,Customer-04,147325
2024-05-01,Product-05,Customer-04,120851
2024-06-01,Product-05,Customer-04,142477
2024-07-01,Product-05,Customer-04,155352
2024-08-01,Product-05,Customer-04,137556
2024-09-01,Product-05,Customer-04,162353
2024-10-01,Product-05,Customer-04,119079
2024-11-01,Product-05,Customer-04,118888
2024-12-01,Product-05,Customer-04,121172
2025-01-01,Product-05,Customer-04,122995
2025-02-01,Product-05,Customer-04,130927
2025-03-01,Product-05,Customer-04,139762
2025-04-01,Product-05,Customer-04,169073
2025-05-01,Product-05,Customer-04,159360
2025-06-01,Product-05,Customer-04,136413
2025-07-01,Product-05,Customer-04,182917
2025-08-01,Product-05,Customer-04,159834
2025-09-01,Product-05,Customer-04,175813
2025-10-01,Product-05,Customer-04,171203
2020-11-01,Product-05,Customer-01,79895
2020-12-01,Product-05,Customer-01,100690
2021-01-01,Product-05,Customer-01,98322
2021-02-01,Product-05,Customer-01,78404
2021-03-01,Product-05,Customer-01,81131
2021-04-01,Product-05,Customer-01,98662
2021-05-01,Product-05,Customer-01,104202
2021-06-01,Product-05,Customer-01,89198
2021-07-01,Product-05,Customer-01,103305
2021-08-01,Product-05,Customer-01,94202
2021-09-01,Product-05,Customer-01,102179
2021-10-01,Product-05,Customer-01,86115
2021-11-01,Product-05,Customer-01,99111
2021-12-01,Product-05,Customer-01,112383
2022-01-01,Product-05,Customer-01,83936
2022-02-01,Product-05,Customer-01,113706
2022-03-01,Product-05,Customer-01,89879
2022-04-01,Product-05,Customer-01,116977
2022-05-01,Product-05,Customer-01,115406
2022-06-01,Product-05,Customer-01,111101
2022-07-01,Product-05,Customer-01,112495
2022-08-01,Product-05,Customer-01,126380
2022-09-01,Product-05,Customer-01,125213
2022-10-01,Product-05,Customer-01,115415
2022-11-01,Product-05,Customer-01,125311
2022-12-01,Product-05,Customer-01,116526
2023-01-01,Product-05,Customer-01,113867
2023-02-01,Product-05,Customer-01,112054
2023-03-01,Product-05,Customer-01,130300
2023-04-01,Product-05,Customer-01,107844
2023-05-01,Product-05,Customer-01,117214
2023-06-01,Product-05,Customer-01,140006
2023-07-01,Product-05,Customer-01,144347
2023-08-01,Product-05,Customer-01,148380
2023-09-01,Product-05,Customer-01,112849
2023-10-01,Product-05,Customer-01,118499
2023-11-01,Product-05,Customer-01,124314
2023-12-01,Product-05,Customer-01,129486
2024-01-01,Product-05,Customer-01,137832
2024-02-01,Product-05,Customer-01,125309
2024-03-01,Product-05,Customer-01,124371
2024-04-01,Product-05,Customer-01,143121
2024-05-01,Product-05,Customer-01,125308
2024-06-01,Product-05,Customer-01,122287
2024-07-01,Product-05,Customer-01,160820
2024-08-01,Product-05,Customer-01,165936
2024-09-01,Product-05,Customer-01,137802
2024-10-01,Product-05,Customer-01,128847
2024-11-01,Product-05,Customer-01,118463
2024-12-01,Product-05,Customer-01,157663
2025-01-01,Product-05,Customer-01,157518
2025-02-01,Product-05,Customer-01,130117
2025-03-01,Product-05,Customer-01,125753
2025-04-01,Product-05,Customer-01,127979
2025-05-01,Product-05,Customer-01,152347
2025-06-01,Product-05,Customer-01,137389
2025-07-01,Product-05,Customer-01,184013
2025-08-01,Product-05,Customer-01,164290
2025-09-01,Product-05,Customer-01,159208
2025-10-01,Product-05,Customer-01,135923
2020-11-01,Product-04,Customer-03,123917
2020-12-01,Product-04,Customer-03,134305
2021-01-01,Product-04,Customer-03,131996
2021-02-01,Product-04,Customer-03,145010
2021-03-01,Product-04,Customer-03,116172
2021-04-01,Product-04,Customer-03,129046
2021-05-01,Product-04,Customer-03,138819
2021-06-01,Product-04,Customer-03,138899
2021-07-01,Product-04,Customer-03,153689
2021-08-01,Product-04,Customer-03,128785
2021-09-01,Product-04,Customer-03,124459
2021-10-01,Product-04,Customer-03,144711
2021-11-01,Product-04,Customer-03,149569
2021-12-01,Product-04,Customer-03,126900
2022-01-01,Product-04,Customer-03,123638
2022-02-01,Product-04,Customer-03,131506
2022-03-01,Product-04,Customer-03,133359
2022-04-01,Product-04,Customer-03,146983
2022-05-01,Product-04,Customer-03,142258
2022-06-01,Product-04,Customer-03,173576
2022-07-01,Product-04,Customer-03,179803
2022-08-01,Product-04,Customer-03,162036
2022-09-01,Product-04,Customer-03,172513
2022-10-01,Product-04,Customer-03,148942
2022-11-01,Product-04,Customer-03,138837
2022-12-01,Product-04,Customer-03,137345
2023-01-01,Product-04,Customer-03,145025
2023-02-01,Product-04,Customer-03,168948
2023-03-01,Product-04,Customer-03,153060
2023-04-01,Product-04,Customer-03,153013
2023-05-01,Product-04,Customer-03,175590
2023-06-01,Product-04,Customer-03,164506
2023-07-01,Product-04,Customer-03,181925
2023-08-01,Product-04,Customer-03,163959
2023-09-01,Product-04,Customer-03,186383
2023-10-01,Product-04,Customer-03,182171
2023-11-01,Product-04,Customer-03,177657
2023-12-01,Product-04,Customer-03,179250
2024-01-01,Product-04,Customer-03,178310
2024-02-01,Product-04,Customer-03,159689
2024-03-01,Product-04,Customer-03,164907
2024-04-01,Product-04,Customer-03,173575
2024-05-01,Product-04,Customer-03,209178
2024-06-01,Product-04,Customer-03,215101
2024-07-01,Product-04,Customer-03,171534
2024-08-01,Product-04,Customer-03,166725
2024-09-01,Product-04,Customer-03,215105
2024-10-01,Product-04,Customer-03,197678
2024-11-01,Product-04,Customer-03,163353
2024-12-01,Product-04,Customer-03,178989
2025-01-01,Product-04,Customer-03,167351
2025-02-01,Product-04,Customer-03,168721
2025-03-01,Product-04,Customer-03,201325
2025-04-01,Product-04,Customer-03,177072
2025-05-01,Product-04,Customer-03,197606
2025-06-01,Product-04,Customer-03,221337
2025-07-01,Product-04,Customer-03,221063
2025-08-01,Product-04,Customer-03,229400
2025-09-01,Product-04,Customer-03,189381
2025-10-01,Product-04,Customer-03,182032
2020-11-01,Product-04,Customer-05,69275
2020-12-01,Product-04,Customer-05,73954
2021-01-01,Product-04,Customer-05,88882
2021-02-01,Product-04,Customer-05,91399
2021-03-01,Product-04,Customer-05,75237
2021-04-01,Product-04,Customer-05,87513
2021-05-01,Product-04,Customer-05,82055
2021-06-01,Product-04,Customer-05,104650
2021-07-01,Product-04,Customer-05,107418
2021-08-01,Product-04,Customer-05,84648
2021-09-01,Product-04,Customer-05,85657
2021-10-01,Product-04,Customer-05,90270
2021-11-01,Product-04,Customer-05,87763
2021-12-01,Product-04,Customer-05,80662
2022-01-01,Product-04,Customer-05,89045
2022-02-01,Product-04,Customer-05,99535
2022-03-01,Product-04,Customer-05,80262
2022-04-01,Product-04,Customer-05,108925
2022-05-01,Product-04,Customer-05,89265
2022-06-01,Product-04,Customer-05,94613
2022-07-01,Product-04,Customer-05,114609
2022-08-01,Product-04,Customer-05,95820
2022-09-01,Product-04,Customer-05,108329
2022-10-01,Product-04,Customer-05,101996
2022-11-01,Product-04,Customer-05,106077
2022-12-01,Product-04,Customer-05,111643
2023-01-01,Product-04,Customer-05,110852
2023-02-01,Product-04,Customer-05,84364
2023-03-01,Product-04,Customer-05,108362
2023-04-01,Product-04,Customer-05,90298
2023-05-01,Product-04,Customer-05,119930
2023-06-01,Product-04,Customer-05,119754
2023-07-01,Product-04,Customer-05,116652
2023-08-01,Product-04,Customer-05,107423
2023-09-01,Product-04,Customer-05,121294
2023-10-01,Product-04,Customer-05,103211
2023-11-01,Product-04,Customer-05,93010
2023-12-01,Product-04,Customer-05,118686
2024-01-01,Product-04,Customer-05,118990
2024-02-01,Product-04,Customer-05,96798
2024-03-01,Product-04,Customer-05,97823
2024-04-01,Product-04,Customer-05,117879
2024-05-01,Product-04,Customer-05,132916
2024-06-01,Product-04,Customer-05,111727
2024-07-01,Product-04,Customer-05,132696
2024-08-01,Product-04,Customer-05,135832
2024-09-01,Product-04,Customer-05,111531
2024-10-01,Product-04,Customer-05,123323
2024-11-01,Product-04,Customer-05,108233
2024-12-01,Product-04,Customer-05,130007
2025-01-01,Product-04,Customer-05,110170
2025-02-01,Product-04,Customer-05,114833
2025-03-01,Product-04,Customer-05,126060
2025-04-01,Product-04,Customer-05,120038
2025-05-01,Product-04,Customer-05,140331
2025-06-01,Product-04,Customer-05,143473
2025-07-01,Product-04,Customer-05,156630
2025-08-01,Product-04,Customer-05,158990
2025-09-01,Product-04,Customer-05,140298
2025-10-01,Product-04,Customer-05,113494
2020-11-01,Product-04,Customer-04,53137
2020-12-01,Product-04,Customer-04,65939
2021-01-01,Product-04,Customer-04,53447
2021-02-01,Product-04,Customer-04,57447
2021-03-01,Product-04,Customer-04,54214
2021-04-01,Product-04,Customer-04,54344
2021-05-01,Product-04,Customer-04,70885
2021-06-01,Product-04,Customer-04,69525
2021-07-01,Product-04,Customer-04,61028
2021-08-01,Product-04,Customer-04,77194
2021-09-01,Product-04,Customer-04,56996
2021-10-01,Product-04,Customer-04,58765
2021-11-01,Product-04,Customer-04,68375
2021-12-01,Product-04,Customer-04,64106
2022-01-01,Product-04,Customer-04,70045
2022-02-01,Product-04,Customer-04,63294
2022-03-01,Product-04,Customer-04,69754
2022-04-01,Product-04,Customer-04,74937
2022-05-01,Product-04,Customer-04,74231
2022-06-01,Product-04,Customer-04,64923
2022-07-01,Product-04,Customer-04,80170
2022-08-01,Product-04,Customer-04,73425
2022-09-01,Product-04,Customer-04,68033
2022-10-01,Product-04,Customer-04,73063
2022-11-01,Product-04,Customer-04,66387
2022-12-01,Product-04,Customer-04,62112
2023-01-01,Product-04,Customer-04,76051
2023-02-01,Product-04,Customer-04,70105
2023-03-01,Product-04,Customer-04,75660
2023-04-01,Product-04,Customer-04,81884
2023-05-01,Product-04,Customer-04,75985
2023-06-01,Product-04,Customer-04,79843
2023-07-01,Product-04,Customer-04,76756
2023-08-01,Product-04,Customer-04,71640
2023-09-01,Product-04,Customer-04,81109
2023-10-01,Product-04,Customer-04,76472
2023-11-01,Product-04,Customer-04,71689
2023-12-01,Product-04,Customer-04,77186
2024-01-01,Product-04,Customer-04,68329
2024-02-01,Product-04,Customer-04,68409
2024-03-01,Product-04,Customer-04,83850
2024-04-01,Product-04,Customer-04,80202
2024-05-01,Product-04,Customer-04,78454
2024-06-01,Product-04,Customer-04,98517
2024-07-01,Product-04,Customer-04,95948
2024-08-01,Product-04,Customer-04,94038
2024-09-01,Product-04,Customer-04,99827
2024-10-01,Product-04,Customer-04,92673
2024-11-01,Product-04,Customer-04,75601
2024-12-01,Product-04,Customer-04,84637
2025-01-01,Product-04,Customer-04,92056
2025-02-01,Product-04,Customer-04,83498
2025-03-01,Product-04,Customer-04,87434
2025-04-01,Product-04,Customer-04,103572
2025-05-01,Product-04,Customer-04,96763
2025-06-01,Product-04,Customer-04,108000
2025-07-01,Product-04,Customer-04,86087
2025-08-01,Product-04,Customer-04,89887
2025-09-01,Product-04,Customer-04,108868
2025-10-01,Product-04,Customer-04,91033
2020-11-01,Product-04,Customer-01,62011
2020-12-01,Product-04,Customer-01,56336
2021-01-01,Product-04,Customer-01,60013
2021-02-01,Product-04,Customer-01,60921
2021-03-01,Product-04,Customer-01,52018
2021-04-01,Product-04,Customer-01,58738
2021-05-01,Product-04,Customer-01,65530
2021-06-01,Product-04,Customer-01,66544
2021-07-01,Product-04,Customer-01,65036
2021-08-01,Product-04,Customer-01,61092
2021-09-01,Product-04,Customer-01,71373
2021-10-01,Product-04,Customer-01,57139
2021-11-01,Product-04,Customer-01,67589
2021-12-01,Product-04,Customer-01,73462
2022-01-01,Product-04,Customer-01,69968
2022-02-01,Product-04,Customer-01,65143
2022-03-01,Product-04,Customer-01,58052
2022-04-01,Product-04,Customer-01,71206
2022-05-01,Product-04,Customer-01,73369
2022-06-01,Product-04,Customer-01,72658
2022-07-01,Product-04,Customer-01,83713
2022-08-01,Product-04,Customer-01,64231
2022-09-01,Product-04,Customer-01,75470
2022-10-01,Product-04,Customer-01,69542
2022-11-01,Product-04,Customer-01,66031
2022-12-01,Product-04,Customer-01,77436
2023-01-01,Product-04,Customer-01,80174
2023-02-01,Product-04,Customer-01,67630
2023-03-01,Product-04,Customer-01,73527
2023-04-01,Product-04,Customer-01,66469
2023-05-01,Product-04,Customer-01,72253
2023-06-01,Product-04,Customer-01,84127
2023-07-01,Product-04,Customer-01,82963
2023-08-01,Product-04,Customer-01,89001
2023-09-01,Product-04,Customer-01,87075
2023-10-01,Product-04,Customer-01,86626
2023-11-01,Product-04,Customer-01,78355
2023-12-01,Product-04,Customer-01,85284
2024-01-01,Product-04,Customer-01,73301
2024-02-01,Product-04,Customer-01,72626
2024-03-01,Product-04,Customer-01,88715
2024-04-01,Product-04,Customer-01,91815
2024-05-01,Product-04,Customer-01,83774
2024-06-01,Product-04,Customer-01,98152
2024-07-01,Product-04,Customer-01,90488
2024-08-01,Product-04,Customer-01,81845
2024-09-01,Product-04,Customer-01,80945
2024-10-01,Product-04,Customer-01,80749
2024-11-01,Product-04,Customer-01,94008
2024-12-01,Product-04,Customer-01,73795
2025-01-01,Product-04,Customer-01,93769
2025-02-01,Product-04,Customer-01,77474
2025-03-01,Product-04,Customer-01,94987
2025-04-01,Product-04,Customer-01,95542
2025-05-01,Product-04,Customer-01,104156
2025-06-01,Product-04,Customer-01,86324
2025-07-01,Product-04,Customer-01,91234
2025-08-01,Product-04,Customer-01,93436
2025-09-01,Product-04,Customer-01,96492
2025-10-01,Product-04,Customer-01,83144
2020-11-01,Product-07,Customer-03,100364
2020-12-01,Product-07,Customer-03,107819
2021-01-01,Product-07,Customer-03,105603
2021-02-01,Product-07,Customer-03,94576
2021-03-01,Product-07,Customer-03,101737
2021-04-01,Product-07,Customer-03,108245
2021-05-01,Product-07,Customer-03,110325
2021-06-01,Product-07,Customer-03,122516
2021-07-01,Product-07,Customer-03,119233
2021-08-01,Product-07,Customer-03,102448
2021-09-01,Product-07,Customer-03,99741
2021-10-01,Product-07,Customer-03,123174
2021-11-01,Product-07,Customer-03,107928
2021-12-01,Product-07,Customer-03,129403
2022-01-01,Product-07,Customer-03,112067
2022-02-01,Product-07,Customer-03,117775
2022-03-01,Product-07,Customer-03,103780
2022-04-01,Product-07,Customer-03,127949
2022-05-01,Product-07,Customer-03,126856
2022-06-01,Product-07,Customer-03,128963
2022-07-01,Product-07,Customer-03,110123
2022-08-01,Product-07,Customer-03,111604
2022-09-01,Product-07,Customer-03,129251
2022-10-01,Product-07,Customer-03,112631
2022-11-01,Product-07,Customer-03,103493
2022-12-01,Product-07,Customer-03,106356
2023-01-01,Product-07,Customer-03,124237
2023-02-01,Product-07,Customer-03,117224
2023-03-01,Product-07,Customer-03,109026
2023-04-01,Product-07,Customer-03,134740
2023-05-01,Product-07,Customer-03,111548
2023-06-01,Product-07,Customer-03,140589
2023-07-01,Product-07,Customer-03,157020
2023-08-01,Product-07,Customer-03,147253
2023-09-01,Product-07,Customer-03,120545
2023-10-01,Product-07,Customer-03,136365
2023-11-01,Product-07,Customer-03,118867
2023-12-01,Product-07,Customer-03,113760
2024-01-01,Product-07,Customer-03,147332
2024-02-01,Product-07,Customer-03,144986
2024-03-01,Product-07,Customer-03,152647
2024-04-01,Product-07,Customer-03,129265
2024-05-01,Product-07,Customer-03,127589
2024-06-01,Product-07,Customer-03,166233
2024-07-01,Product-07,Customer-03,166976
2024-08-01,Product-07,Customer-03,141785
2024-09-01,Product-07,Customer-03,162205
2024-10-01,Product-07,Customer-03,145427
2024-11-01,Product-07,Customer-03,153082
2024-12-01,Product-07,Customer-03,130131
2025-01-01,Product-07,Customer-03,118994
2025-02-01,Product-07,Customer-03,137958
2025-03-01,Product-07,Customer-03,164764
2025-04-01,Product-07,Customer-03,161185
2025-05-01,Product-07,Customer-03,167104
2025-06-01,Product-07,Customer-03,151860
2025-07-01,Product-07,Customer-03,183455
2025-08-01,Product-07,Customer-03,138992
2025-09-01,Product-07,Customer-03,160690
2025-10-01,Product-07,Customer-03,153129
2020-11-01,Product-07,Customer-05,76435
2020-12-01,Product-07,Customer-05,76930
2021-01-01,Product-07,Customer-05,76030
2021-02-01,Product-07,Customer-05,63465
2021-03-01,Product-07,Customer-05,61183
2021-04-01,Product-07,Customer-05,75559
2021-05-01,Product-07,Customer-05,81322
2021-06-01,Product-07,Customer-05,84157
2021-07-01,Product-07,Customer-05,68549
2021-08-01,Product-07,Customer-05,78340
2021-09-01,Product-07,Customer-05,84736
2021-10-01,Product-07,Customer-05,78754
2021-11-01,Product-07,Customer-05,62504
2021-12-01,Product-07,Customer-05,74141
2022-01-01,Product-07,Customer-05,65715
2022-02-01,Product-07,Customer-05,69031
2022-03-01,Product-07,Customer-05,75034
2022-04-01,Product-07,Customer-05,71690
2022-05-01,Product-07,Customer-05,81547
2022-06-01,Product-07,Customer-05,89124
2022-07-01,Product-07,Customer-05,85928
2022-08-01,Product-07,Customer-05,74818
2022-09-01,Product-07,Customer-05,79663
2022-10-01,Product-07,Customer-05,82517
2022-11-01,Product-07,Customer-05,74305
2022-12-01,Product-07,Customer-05,73924
2023-01-01,Product-07,Customer-05,79243
2023-02-01,Product-07,Customer-05,69723
2023-03-01,Product-07,Customer-05,88812
2023-04-01,Product-07,Customer-05,93586
2023-05-01,Product-07,Customer-05,87668
2023-06-01,Product-07,Customer-05,81419
2023-07-01,Product-07,Customer-05,102096
2023-08-01,Product-07,Customer-05,102023
2023-09-01,Product-07,Customer-05,80245
2023-10-01,Product-07,Customer-05,87770
2023-11-01,Product-07,Customer-05,73772
2023-12-01,Product-07,Customer-05,81075
2024-01-01,Product-07,Customer-05,93453
2024-02-01,Product-07,Customer-05,84275
2024-03-01,Product-07,Customer-05,94170
2024-04-01,Product-07,Customer-05,83236
2024-05-01,Product-07,Customer-05,85277
2024-06-01,Product-07,Customer-05,83535
2024-07-01,Product-07,Customer-05,84220
2024-08-01,Product-07,Customer-05,99431
2024-09-01,Product-07,Customer-05,104653
2024-10-01,Product-07,Customer-05,96852
2024-11-01,Product-07,Customer-05,84148
2024-12-01,Product-07,Customer-05,90470
2025-01-01,Product-07,Customer-05,99208
2025-02-01,Product-07,Customer-05,105134
2025-03-01,Product-07,Customer-05,81559
2025-04-01,Product-07,Customer-05,106402
2025-05-01,Product-07,Customer-05,102826
2025-06-01,Product-07,Customer-05,112497
2025-07-01,Product-07,Customer-05,113142
2025-08-01,Product-07,Customer-05,107958
2025-09-01,Product-07,Customer-05,93248
2025-10-01,Product-07,Customer-05,107485
2020-11-01,Product-07,Customer-04,42442
2020-12-01,Product-07,Customer-04,55188
2021-01-01,Product-07,Customer-04,51604
2021-02-01,Product-07,Customer-04,55240
2021-03-01,Product-07,Customer-04,54186
2021-04-01,Product-07,Customer-04,47754
2021-05-01,Product-07,Customer-04,46595
2021-06-01,Product-07,Customer-04,56574
2021-07-01,Product-07,Customer-04,47735
2021-08-01,Product-07,Customer-04,61058
2021-09-01,Product-07,Customer-04,61518
2021-10-01,Product-07,Customer-04,49154
2021-11-01,Product-07,Customer-04,57960
2021-12-01,Product-07,Customer-04,52691
2022-01-01,Product-07,Customer-04,51835
2022-02-01,Product-07,Customer-04,56079
2022-03-01,Product-07,Customer-04,55456
